0.0	0
0.031624772	1
0.18942086	0
0.0	1
0.20338885	2
0.21737841	3
0.2311345	4
0.24464424	5
0.2570987	6
0.26920991	7
0.28128001	8
0.2932995	9
0.30598671	10
0.055482057	9
0.31825825	12
0.33035713	13
0.34239174	14
0.3540702	15
0.36501496	16
0.37563884	15
0.38622798	18
0.39681445	19
0.40741179	20
0.41786642	21
0.07625376	17
0.42805922	17
0.43812433	17
0.45015894	25
0.46168856	26
0.47229079	27
0.48291466	28
0.49353853	25
0.50399316	24
0.51402705	23
0.52336201	22
0.094661073	26
0.53254516	24
0.54200038	29
0.55120021	28
0.56057314	27
0.56983858	26
0.57900931	25
0.58788493	25
0.59608102	24
0.60413272	23
0.61219367	22
0.11269535	25
0.62024352	20
0.62877991	30
0.63686089	29
0.64904017	50
0.66107478	49
0.67197993	48
0.6826038	47
0.69296481	46
0.70229977	45
0.71145381	44
0.12905307	43
0.72093814	42
0.73010886	41
0.73870569	40
0.74676663	39
0.75481648	38
0.76266251	37
0.7710604	36
0.7794705	35
0.78754464	34
0.79533028	33
0.14498888	32
0.80236716	31
0.80945608	30
0.81653866	29
0.82339628	28
0.82957044	27
0.83569254	26
0.84200714	25
0.85120841	24
0.85938944	23
0.86687391	22
0.16072309	21
0.87395649	20
0.88070816	19
0.88683026	18
0.89300295	17
0.89926696	16
0.90489952	15
0.91028469	14
0.91523677	13
0.91996271	12
0.92656799	11
0.17552269	10
0.93210347	9
0.9369955	8
0.94172145	7
0.94590818	6
0.94958583	5
0.95419932	4
0.95785415	3
0.96084262	2
0.96398458	1
0.96631414	0
