0.0	0
0.31017994	1
0.61962855	0
0.0	1
0.63735244	2
0.65061226	3
0.66331115	4
0.67418901	5
0.68286066	6
0.69170657	7
0.70025453	8
0.71281279	9
0.7237541	10
0.4081315	9
0.73247461	12
0.74102258	13
0.74878211	14
0.75533555	15
0.76116834	16
0.76674562	15
0.77248789	18
0.77838497	19
0.7833979	20
0.78813131	17
0.45947014	17
0.79760835	18
0.80615632	24
0.81431741	25
0.82055278	26
0.82644986	27
0.83202713	26
0.83738566	25
0.84215325	24
0.84600862	26
0.84933696	22
0.49437662	29
0.85368335	29
0.85708288	28
0.86102186	26
0.86485264	27
0.86813365	25
0.87118709	25
0.8736774	25
0.87589386	24
0.87805679	23
0.88054037	33
0.52702099	31
0.8836388	20
0.88606867	19
0.89393156	29
0.90420791	50
0.912369	49
0.91772942	48
0.92361633	47
0.92809591	46
0.93142425	45
0.93543443	44
0.54846268	43
0.93917018	42
0.9422686	41
0.94462199	40
0.9467727	39
0.9488456	38
0.95154559	37
0.95472031	36
0.95702547	35
0.95910328	34
0.96074164	33
0.5720103	32
0.96219984	31
0.96359415	30
0.96494539	29
0.96599871	28
0.96683079	27
0.96789137	26
0.969847	25
0.97335011	24
0.9754871	23
0.97697061	22
0.5914158	21
0.97844233	20
0.97947818	19
0.98028066	18
0.98139686	17
0.98222962	16
0.98281797	15
0.98333962	14
0.98369785	13
0.98427093	12
0.98534255	11
0.6063152	10
0.98590404	9
0.98625333	8
0.98662363	7
0.98683453	6
0.98701148	5
0.98732177	4
0.98745849	3
0.98753218	2
0.98761711	1
0.98764725	0
