0.0	0
0.0020656248	1
0.0051640619	2
0.0092254711	3
0.012910155	4
0.017385399	5
0.023063678	6
0.027814113	7
0.032275387	8
0.037685073	9
0.043463497	10
0.05035447	11
0.057659194	12
0.065239375	13
0.069535283	14
0.074431239	15
0.080688468	16
0.086611044	17
0.094212682	7
0.10314362	6
0.10865874	20
0.11596663	21
0.12588617	22
0.13357998	2
0.14414799	1
0.16	25
0.16309844	24
0.16774609	23
0.17383821	28
0.17936523	21
0.1860781	5
0.19459552	19
0.20172117	18
0.20841308	17
0.21652761	16
0.22519525	10
0.2355317	11
0.24648879	13
0.25785906	12
0.26430292	11
0.27164686	10
0.2810327	9
0.28991657	8
0.30131902	43
0.31471544	6
0.32298812	45
0.33394994	4
0.34882926	3
0.36036996	2
0.37622198	49
0.4	50
0.40309844	49
0.40774609	48
0.41383821	3
0.41936523	46
0.4260781	5
0.43459552	44
0.44172117	43
0.44841308	42
0.45652761	41
0.46519525	10
0.4755317	11
0.48648879	38
0.49785906	12
0.50430292	11
0.51164686	35
0.5210327	9
0.52991657	8
0.54131902	18
0.55471544	6
0.56298812	5
0.57394994	4
0.58882926	22
0.60036996	2
0.61622198	24
0.64	25
0.64464766	1
0.65161914	2
0.66075731	22
0.66904785	4
0.67911715	20
0.69189327	6
0.70258175	7
0.71261962	8
0.72479141	9
0.73779287	15
0.75329756	11
0.76973319	12
0.78678859	12
0.79645439	11
0.80747029	10
0.82154905	9
0.83487485	8
0.85197853	7
0.87207316	6
0.88448217	5
0.90092491	4
0.92324389	3
0.94055495	2
0.96433297	1
0.0	0
